reactants	product	scaffold	split
CC(C)(C)OC(=O)C(NS(=O)(=O)c1cccc(C(=O)O)c1)c1ccccc1.COc1ccc([C@@H](O)Cc2c(Cl)c[n+]([O-])cc2Cl)cc1OC	COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2cccc(S(=O)(=O)NC(C(=O)OC(C)(C)C)c3ccccc3)c2)cc1OC	O=C(O[C@@H](Cc1cc[nH+]cc1)c1ccccc1)c1cccc(S(=O)(=O)NCc2ccccc2)c1	dev
COC(=O)C(N)Cc1cccc(O)c1.C[C@H](NC(=O)Cc1cccc([N+](=O)[O-])c1)C(=O)O	COC(=O)C(Cc1cccc(O)c1)NC(=O)[C@H](C)NC(=O)Cc1cccc([N+](=O)[O-])c1	O=C(CNC(=O)Cc1ccccc1)NCCc1ccccc1	holdout
O=C(O)C1CCCCC1.OCCc1ccccc1	O=C(OCCc1ccccc1)C1CCCCC1	O=C(OCCc1ccccc1)C1CCCCC1	holdout
CC(CCC(=O)O)CCC(=O)O.CCO	CCOC(=O)CCC(C)CCC(=O)O	CCOC(=O)CCC(C)CCC(=O)O	dev
CO.O=C(O)CCc1cnoc1-c1ccc(Cl)c(Cl)c1	COC(=O)CCc1cnoc1-c1ccc(Cl)c(Cl)c1	c1ccc(-c2ccno2)cc1	dev
CC(C)(CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3C(=O)O)cc2)C1=O)NC(=O)OCc1ccccc1.NCCO	CC(C)(CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3C(=O)NCCO)cc2)C1=O)NC(=O)OCc1ccccc1	O=C(CCNC(=O)OCc1ccccc1)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3)cc2)C1=O	validation
COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12.COc1ccc(COC(=O)N[C@@H](COCc2ccccc2)C(=O)O)cc1	COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](COCc1ccccc1)NC(=O)OCc1ccc(OC)cc1	O=C(CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](COCc1ccccc1)NC(=O)OCc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1	validation
CCO.O=C(O)Cc1cc(OCc2ccccc2)cc(C(F)(F)F)c1	CCOC(=O)Cc1cc(OCc2ccccc2)cc(C(F)(F)F)c1	c1ccc(COc2ccccc2)cc1	dev
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(C)(C)[Si](C)(C)Oc1ccc([C@H]2CC[C@H](O)CC2)c(O[Si](C)(C)C(C)(C)C)c1	CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)O[C@H]1CC[C@H](c2ccc(O[Si](C)(C)C(C)(C)C)cc2O[Si](C)(C)C(C)(C)C)CC1	O=C(CCc1ccccc1)O[C@H]1CC[C@H](c2ccccc2)CC1	dev
CCCCCCCCC(=O)O.Oc1ccccc1	CCCCCCCCC(=O)Oc1ccccc1	c1ccccc1	validation
C[C@H](N)C(=O)O.OC1CCCC1	C[C@H](N)C(=O)OC1CCCC1	C1CCCC1	validation
CC(C)(S)[C@H]1C[C@H](C(=O)O)CS1.CCO	CCOC(=O)[C@@H]1CS[C@@H](C(C)(C)S)C1	C1CCSC1	dev
CCCCCCCCOc1ccc(C(=O)O)cc1C#N.CCCCCC[C@@H]1CC[C@H](O)C(=O)O1	CCCCCCCCOc1ccc(C(=O)O[C@@H]2CC[C@@H](CCCCCC)OC2=O)cc1C#N	O=C(O[C@@H]1CCCOC1=O)c1ccccc1	dev
O=C(O)COc1ccc(N2CCN(CCC3CCNCC3)CC2)cc1.OC1CCCC1	O=C(COc1ccc(N2CCN(CCC3CCNCC3)CC2)cc1)OC1CCCC1	O=C(COc1ccc(N2CCN(CCC3CCNCC3)CC2)cc1)OC1CCCC1	dev
CC(C)(C)OC(=O)C(C)(C)Sc1ccc(C(=O)O)cc1.CCCc1nn(Cc2ccc(C(F)(F)F)cc2)cc1CO	CCCc1nn(Cc2ccc(C(F)(F)F)cc2)cc1COC(=O)c1ccc(SC(C)(C)C(=O)OC(C)(C)C)cc1	O=C(OCc1cnn(Cc2ccccc2)c1)c1ccccc1	holdout
CC(C)(C)N1C(=O)C(NCC(=O)O)=C(c2ccccc2)S1(=O)=O.Cc1cc(C)c(CC(C)O)c(C)c1	Cc1cc(C)c(CC(C)OC(=O)CNC2=C(c3ccccc3)S(=O)(=O)N(C(C)(C)C)C2=O)c(C)c1	O=C(CNC1=C(c2ccccc2)S(=O)(=O)NC1=O)OCCc1ccccc1	holdout
Nc1ccc(CC(C(=O)O)c2cn(C3CCCCC3)cn2)cn1.OCCO	Nc1ccc(CC(C(=O)OCCO)c2cn(C3CCCCC3)cn2)cn1	c1cncc(CCc2cn(C3CCCCC3)cn2)c1	dev
COCC(=O)O.C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	COCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21	dev
CCCCCCC(C)Oc1ccc(O)cc1.O=C(O)c1ccc(OCc2ccccc2)cc1	CCCCCCC(C)Oc1ccc(OC(=O)c2ccc(OCc3ccccc3)cc2)cc1	O=C(Oc1ccccc1)c1ccc(OCc2ccccc2)cc1	holdout
CC(CC(=O)O)c1ccc(-c2ccc(F)cc2F)cc1.CCCCO	CCCCOC(=O)CC(C)c1ccc(-c2ccc(F)cc2F)cc1	c1ccc(-c2ccccc2)cc1	dev
CCCCCCCCCCCCN(C(=O)CCCCCCCCCCC)[C@]1(N)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1C(=O)CN.O=C(O)CNC(=O)OCc1ccccc1	CCCCCCCCCCCCN(C(=O)CCCCCCCCCCC)[C@]1(N)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1C(=O)CNC(=O)CNC(=O)OCc1ccccc1	O=C(CNC(=O)OCc1ccccc1)NCC(=O)[C@@H]1CCCOC1	validation
CCCCCCCCCCCCO.C[C@H](NCc1ccccc1O)C(=O)O	CCCCCCCCCCCCOC(=O)[C@H](C)NCc1ccccc1O	c1ccccc1	validation
CCCO.NCC(=O)CCC(=O)O	CCCOC(=O)CCC(=O)CN	CCCOC(=O)CCC(=O)CN	validation
O=C(O)c1ccc2[nH]cc(CCN3C(=O)c4ccccc4C3=O)c2c1.O=[N+]([O-])c1ccc(O)cc1	O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccc2[nH]cc(CCN3C(=O)c4ccccc4C3=O)c2c1	O=C(Oc1ccccc1)c1ccc2[nH]cc(CCN3C(=O)c4ccccc4C3=O)c2c1	validation
CC(C)(O)c1ccc(-c2cc(C(N)=O)c(N)s2)c(F)c1.O=C(O)CN(Cc1cccc(Br)n1)C(=O)OCc1ccccc1	CC(C)(O)c1ccc(-c2cc(C(N)=O)c(Nc3cccc(CN(CC(=O)O)C(=O)OCc4ccccc4)n3)s2)c(F)c1	O=C(NCc1cccc(Nc2ccc(-c3ccccc3)s2)n1)OCc1ccccc1	dev
CC(C)(C)OC(=O)NCC(=O)NCC(=O)O.Oc1ccc(-c2nn(C3CCCC3)c3c(F)cccc23)cc1	CC(C)(C)OC(=O)NCC(=O)NCC(=O)Oc1ccc(-c2nn(C3CCCC3)c3c(F)cccc23)cc1	c1ccc(-c2nn(C3CCCC3)c3ccccc23)cc1	holdout
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C.COc1ccc2cc([C@H](C)C(=O)O)ccc2c1	CC[C@@H](c1cccc(OC(=O)[C@@H](C)c2ccc3cc(OC)ccc3c2)c1)[C@@H](C)CN(C)C	O=C(Cc1ccc2ccccc2c1)Oc1ccccc1	validation
CO.O=C(O)c1ncccc1Br	COC(=O)c1ncccc1Br	c1ccncc1	dev
O=C(O)CCCBr.OCC1c2ccccc2-c2ccccc21	O=C(CCCBr)OCC1c2ccccc2-c2ccccc21	c1ccc2c(c1)Cc1ccccc1-2	validation
CC(=O)c1cc(C(=O)O)cc(N2CCCCS2(=O)=O)c1.COc1cccc(CN(C[C@@H](O)[C@@H](N)Cc2cc(F)cc(F)c2)C(=O)OC(C)(C)C)c1	COc1cccc(CN(C[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N3CCCCS3(=O)=O)c2)C(=O)OC(C)(C)C)c1	O=C(N[C@H](CCNCc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1	holdout
CC(C)CN(CC(O)C(N)Cc1ccccc1)S(=O)(=O)c1ccc(N)cc1.O=C(O)O[C@H]1CO[C@H]2OCC[C@@H]12	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1	O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21	dev
CCCCCC(O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)O)s2)cc1.OCCO	CCCCCC(O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)OCCO)s2)cc1	O=C1CC[C@H](CCCc2cccs2)N1c1ccccc1	holdout
COC(=O)[C@@H](N)Cc1ccc(O)cc1.C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)O	COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)Cc1cc(F)cc(F)c1	O=C(CNC(=O)Cc1ccccc1)NCCc1ccccc1	holdout
CCO.O=C(O)c1cc(F)cc([N+](=O)[O-])c1	CCOC(=O)c1cc(F)cc([N+](=O)[O-])c1	c1ccccc1	validation
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)O.COc1cc2c(cc1OC)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2	COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)C(NC(=O)OCc3ccccc3)C(C)C)[C@H](CC(C)C)CN1CC2	O=C(CNC(=O)OCc1ccccc1)O[C@H]1CCN2CCc3ccccc3[C@H]2C1	holdout
CO.Cc1cc(CCCC2CN(Cc3ccc(C(C)(C)C)cc3)C(=O)N2C)ccc1OC(C)(C)C(=O)O	COC(=O)C(C)(C)Oc1ccc(CCCC2CN(Cc3ccc(C(C)(C)C)cc3)C(=O)N2C)cc1C	O=C1NC(CCCc2ccccc2)CN1Cc1ccccc1	dev
CC1=C(C)C(=O)N(CCCCCCO)C1=O.O=C(O)CCl	CC1=C(C)C(=O)N(CCCCCCOC(=O)CCl)C1=O	O=C1C=CC(=O)N1	dev
C=C(C)C(=O)O.OC1Cc2cccc3cccc1c23	C=C(C)C(=O)OC1Cc2cccc3cccc1c23	c1cc2c3c(cccc3c1)CC2	dev
CC(C)C(C(=O)O)c1cc2cc(F)ccc2s1.OCc1[nH]ccc1Cc1ccccc1	CC(C)C(C(=O)OCc1[nH]ccc1Cc1ccccc1)c1cc2cc(F)ccc2s1	O=C(Cc1cc2ccccc2s1)OCc1[nH]ccc1Cc1ccccc1	dev
COc1ccc(-c2cc3c(C(=O)O)n[nH]c3cc2Cl)cc1.Cc1ccc(O)cc1	COc1ccc(-c2cc3c(C(=O)Oc4ccc(C)cc4)n[nH]c3cc2Cl)cc1	O=C(Oc1ccccc1)c1n[nH]c2ccc(-c3ccccc3)cc12	dev
O=C(O)c1ccccc1.O[C@@H]1C[C@H](c2ccc3c(N[C@H]4CCc5ccccc54)ncnn23)C=C1COCc1ccccc1	O=C(O[C@H]1C[C@H](c2ccc3c(N[C@H]4CCc5ccccc54)ncnn23)C=C1COCc1ccccc1)c1ccccc1	O=C(O[C@H]1C[C@H](c2ccc3c(N[C@H]4CCc5ccccc54)ncnn23)C=C1COCc1ccccc1)c1ccccc1	dev
CCC[C@@H](CO)Nc1nc(N)nc(C)c1Cc1ccc(C(=O)O)cc1OC.CN(C)CCCCO	CCC[C@@H](CO)Nc1nc(N)nc(C)c1Cc1ccc(C(=O)OCCCCN(C)C)cc1OC	c1ccc(Cc2cncnc2)cc1	dev
CCO.COc1ccc(CC(=O)O)cc1Br	CCOC(=O)Cc1ccc(OC)c(Br)c1	c1ccccc1	validation
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O.OC1CNCC1SCc1ccccc1	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CC(O)C(SCc2ccccc2)C1	O=C(NCC(=O)N1CCC(SCc2ccccc2)C1)OCc1ccccc1	dev
CO[C@@](C(=O)O)(c1ccccc1)C(F)(F)F.Oc1c(F)c(F)c(F)c(F)c1F	CO[C@@](C(=O)Oc1c(F)c(F)c(F)c(F)c1F)(c1ccccc1)C(F)(F)F	O=C(Cc1ccccc1)Oc1ccccc1	dev
CCC(N)CCCCCCCCC(C)(C)C(=O)O.CO	CCC(N)CCCCCCCCC(C)(C)C(=O)OC	CCC(N)CCCCCCCCC(C)(C)C(=O)OC	holdout
COC(=O)[C@@H](N)[C@@H](C)O.C[C@H](O)C#CC#Cc1ccc(C(=O)O)cc1	COC(=O)[C@@H](NC(=O)c1ccc(C#CC#C[C@H](C)O)cc1)[C@@H](C)O	c1ccccc1	validation
CO.COc1ccccc1Oc1c(NS(=O)(=O)C=Cc2ccc(C(=O)O)cc2)nc(-c2ncccn2)nc1OC	COC(=O)c1ccc(C=CS(=O)(=O)Nc2nc(-c3ncccn3)nc(OC)c2Oc2ccccc2OC)cc1	O=S(=O)(C=Cc1ccccc1)Nc1nc(-c2ncccn2)ncc1Oc1ccccc1	validation
CO.O=C(O)c1ccc(Cl)c(Cl)c1Sc1ccccc1	COC(=O)c1ccc(Cl)c(Cl)c1Sc1ccccc1	c1ccc(Sc2ccccc2)cc1	dev
CC(=O)Oc1ccc(C(=O)O)c(F)c1.CCCC(C)O	CCCC(C)OC(=O)c1ccc(OC(C)=O)cc1F	c1ccccc1	validation
CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](O)C1.CCc1[nH]c(C(=O)O)nc1Cl	CCc1[nH]c(C(=O)N[C@@H]2CCN(C(=O)OC(C)(C)C)C[C@H]2O)nc1Cl	O=C(NC1CCNCC1)c1ncc[nH]1	validation
Cc1cc(=O)c(C(=O)O)nn1-c1ccc(Cl)cc1.Oc1ccccc1	Cc1cc(=O)c(C(=O)Oc2ccccc2)nn1-c1ccc(Cl)cc1	O=C(Oc1ccccc1)c1nn(-c2ccccc2)ccc1=O	validation
O=C(O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc2c(c1)OCO2.OCc1ccncc1	O=C(OCc1ccncc1)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc2c(c1)OCO2	O=C(OCc1ccncc1)c1c(-c2ccccc2)c2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2	validation
CCC(CC)C(=O)O.COc1cc(OCCO)c(F)c(C(Nc2ccc(C(N)=NC(=O)OCC(C)(C)C)cc2)c2nc(OCCl)n(-c3ncccn3)n2)c1	CCC(CC)C(=O)OCOc1nc(C(Nc2ccc(C(N)=NC(=O)OCC(C)(C)C)cc2)c2cc(OC)cc(OCCO)c2F)nn1-c1ncccn1	c1ccc(NC(c2ccccc2)c2ncn(-c3ncccn3)n2)cc1	dev
CO.O=C(O)C=Cc1ccccc1	COC(=O)C=Cc1ccccc1	c1ccccc1	validation
CN(C)CCO.[N-]=[N+]=Nc1ccc(C=CC(=O)O)cc1	CN(C)CCOC(=O)C=Cc1ccc(N=[N+]=[N-])cc1	c1ccccc1	validation
NCC(=O)CCC(=O)O.O=[N+]([O-])c1cccc(CO)c1	NCC(=O)CCC(=O)OCc1cccc([N+](=O)[O-])c1	c1ccccc1	validation
CN(C)N=CNc1ccc(C(=O)O)cc1.N=C(N)c1ccc2c(CC(N)=O)c(O)ccc2c1	CN(C)N=CNc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2CC(N)=O)cc1	O=C(Oc1ccc2ccccc2c1)c1ccccc1	dev
CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](O)C1.COc1cc(-c2ncnc3c(C(=O)O)c(C)n(COCC[Si](C)(C)C)c23)c(OCC2CC2)cc1F	COc1cc(-c2ncnc3c(C(=O)N[C@@H]4CCN(C(=O)OC(C)(C)C)C[C@H]4O)c(C)n(COCC[Si](C)(C)C)c23)c(OCC2CC2)cc1F	O=C(NC1CCNCC1)c1c[nH]c2c(-c3ccccc3OCC3CC3)ncnc12	validation
CC(C)C[C@H](N)CO.O=C(O)[C@@H]1CCCN1C(=O)OCc1ccccc1	CC(C)C[C@@H](CO)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1	O=C(OCc1ccccc1)N1CCCC1	holdout
CCO.Nc1ccc(Br)cc1C(=O)O	CCOC(=O)c1cc(Br)ccc1N	c1ccccc1	validation
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12.OCCCI	O=C1NC2CSC(CCCCC(=O)OCCCI)C2N1	O=C1NC2CSCC2N1	dev
CCC(Oc1ccc(C)cc1C)C(=O)O.C[C@H]1C=CC2=C[C@@H](C(C)(C)C)C[C@H](O)[C@@H]2[C@@]1(CC[C@@H]1C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O1)O[SiH](C)C	CCC(Oc1ccc(C)cc1C)C(=O)O[C@H]1C[C@H](C(C)(C)C)C=C2C=C[C@H](C)[C@](CC[C@@H]3C[C@H](C(C)(C)C)C(O[SiH](C)C)C(=O)O3)(O[SiH](C)C)[C@H]21	O=C1CCC[C@@H](CCC2CC=CC3=CCC[C@H](OC(=O)COc4ccccc4)[C@@H]32)O1	holdout
CCCN(CCC)C(=O)CCCC(=O)O.COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1	CCCN(CCC)C(=O)CCCC(=O)O[C@@]1(C#Cc2cccc(C)c2)CCC[C@@H]2[C@H]1CCN2C(=O)OC	C(#CC1CCC[C@H]2NCC[C@@H]12)c1ccccc1	dev
CCO.O=C(O)CCc1c[nH]c2ccccc12	CCOC(=O)CCc1c[nH]c2ccccc12	c1ccc2[nH]ccc2c1	holdout
O=C(O)C=Cc1ccc([N+](=O)[O-])cc1.Oc1ccccc1	O=C(C=Cc1ccc([N+](=O)[O-])cc1)Oc1ccccc1	O=C(C=Cc1ccccc1)Oc1ccccc1	dev
N=C(N)NC[C@H]1CC[C@H](C(=O)O)CC1.Oc1ccc2ccccc2c1	N=C(N)NC[C@H]1CC[C@H](C(=O)Oc2ccc3ccccc3c2)CC1	O=C(Oc1ccc2ccccc2c1)C1CCCCC1	dev
CC(=CC(=O)O)c1ccc(O)cc1O.OCCc1ccccc1	C/C(=C\C(=O)OCCc1ccccc1)c1ccc(O)cc1O	O=C(C=Cc1ccccc1)OCCc1ccccc1	dev
Cc1nc(OCCCC2CCN(C(=O)OC(C)(C)C)CC2)ccc1C(=O)O.NC(CO)CO	Cc1nc(OCCCC2CCN(C(=O)OC(C)(C)C)CC2)ccc1C(=O)NC(CO)CO	c1ccc(OCCCC2CCNCC2)nc1	holdout
CO.O=C(O)CC(c1cccc(O)c1)C1CC1	COC(=O)CC(c1cccc(O)c1)C1CC1	c1ccc(CC2CC2)cc1	validation
CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O.OCCCCCl	CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)OCCCCCl	c1ccc(Oc2ccccc2)cc1	dev
CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCNCC3)cc21.O=C1OC(O)c2ccccc21	CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCN(C4OC(=O)c5ccccc54)CC3)cc21	O=C1OC(N2CCN(c3ccc4c(=O)cc[nH]c4c3)CC2)c2ccccc21	holdout
CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)O.OC1CCCC1	CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)OC1CCCC1	O=C(CCCCCNC(=O)OCc1ccccc1)OC1CCCC1	dev
O=C(O)c1ccc([N+](=O)[O-])cc1.O=C1COC[C@H]([C@H](O)c2ccccc2)N1	O=C1COC[C@H]([C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc2)N1	O=C1COC[C@H]([C@@H](OC(=O)c2ccccc2)c2ccccc2)N1	holdout
CO.O=C(O)c1cccc(Cc2ccccc2)c1O	COC(=O)c1cccc(Cc2ccccc2)c1O	c1ccc(Cc2ccccc2)cc1	dev
COC(=O)c1c(O)ccc2cc(C(=N)N)ccc12.O=C(O)c1ccc(NC2=NCCN2)cc1	COC(=O)c1c(OC(=O)c2ccc(NC3=NCCN3)cc2)ccc2cc(C(=N)N)ccc12	O=C(Oc1ccc2ccccc2c1)c1ccc(NC2=NCCN2)cc1	holdout
CCCCN1CCC(CO)CC1.O=C(O)c1c[nH]c2ccc(F)cc12	CCCCN1CCC(COC(=O)c2c[nH]c3ccc(F)cc23)CC1	O=C(OCC1CCNCC1)c1c[nH]c2ccccc12	dev
CC(C)C(N)C(O)C(F)(F)F.C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O	CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(O)C(F)(F)F	C1CCNC1	holdout
C[C@@H](O)C[C@@H](C)O.O=C(O)c1ccccc1	C[C@@H](C[C@@H](C)O)OC(=O)c1ccccc1	c1ccccc1	validation
C=C(C)[C@@H]1CC[C@]2(c3nnc(-c4ccccc4)o3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COC(=O)C[C@@H]1[C@H](C(=O)O)C1(C)C	C=C(C)[C@@H]1CC[C@]2(c3nnc(-c4ccccc4)o3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H]6[C@@H](CC(=O)OC)C6(C)C)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	O=C(O[C@H]1CCC2[C@@H](CCC3C4CC[C@@]5(c6nnc(-c7ccccc7)o6)CCC[C@@H]5[C@H]4CC[C@@H]32)C1)C1CC1	validation
CO.Nc1ccc(C(=O)O)c(O)c1	COC(=O)c1ccc(N)cc1O	c1ccccc1	validation
COCCO.NC(CC(=O)O)c1ccccc1	COCCOC(=O)CC(N)c1ccccc1	c1ccccc1	validation
CC(=O)Nc1nc(C(=O)O)cs1.CC(C)(C)OC(=O)NNC(=O)OCCc1ccc(O)cc1	CC(=O)Nc1nc(C(=O)Oc2ccc(CCOC(=O)NNC(=O)OC(C)(C)C)cc2)cs1	O=C(Oc1ccccc1)c1cscn1	validation
C=CCN(CC=C)Cc1ccc([C@H]2CC[C@H](O)CC2)cc1.O=C(O)Cc1ccc(Cl)cc1	C=CCN(CC=C)Cc1ccc([C@H]2CC[C@H](OC(=O)Cc3ccc(Cl)cc3)CC2)cc1	O=C(Cc1ccccc1)O[C@H]1CC[C@H](c2ccccc2)CC1	dev
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=NO.O=C(O)COc1ccccc1	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OC(=O)COc5ccccc5)CC[C@@]43C)[C@@H]1CCC2=NO	N=C1CC[C@@H]2C1CC[C@@H]1C3CC[C@H](OC(=O)COc4ccccc4)CC3=CC[C@@H]21	validation
COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OC(C)(C)C)C[C@@H](OCC(=O)O)[C@@H]3c3ccc(OCCCOc4ccccc4Cl)cc3)cc21.NCCO	COCCCN1CCOc2ccc(CO[C@H]3CN(C(=O)OC(C)(C)C)C[C@@H](OCC(=O)NCCO)[C@@H]3c3ccc(OCCCOc4ccccc4Cl)cc3)cc21	c1ccc(OCCCOc2ccc([C@H]3CCNC[C@@H]3OCc3ccc4c(c3)NCCO4)cc2)cc1	validation
Cc1ccc(S(=O)(=O)CCO)cc1.O=C(O)c1cccc(S(=O)(=O)Cl)c1	Cc1ccc(S(=O)(=O)CCOC(=O)c2cccc(S(=O)(=O)Cl)c2)cc1	O=C(OCCS(=O)(=O)c1ccccc1)c1ccccc1	holdout
COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1.O=C(O)c1ccncc1	COC(=O)N1CC[C@@H]2[C@H]1CCC[C@]2(C#Cc1cccc(C)c1)OC(=O)c1ccncc1	O=C(O[C@@]1(C#Cc2ccccc2)CCC[C@H]2NCC[C@H]21)c1ccncc1	dev
CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@@H](N)Cc1ccccc1.NS(=O)(=O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)O	CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCS(N)(=O)=O)NC(=O)OCc1ccccc1	O=C(CNC(=O)OCc1ccccc1)N[C@H](CC(=O)N1CCCC1)Cc1ccccc1	dev
CN1Cc2c(C(=O)O)ncn2-c2cccc(Cl)c2C1=O.COC(=O)[C@@H](N)CO	COC(=O)[C@H](CO)NC(=O)c1ncn2c1CN(C)C(=O)c1c(Cl)cccc1-2	O=C1NCc2cncn2-c2ccccc21	validation
CC(C=CCO)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1.NC(=O)c1ccc(C(=O)O)cc1	CC(C=CCOC(=O)c1ccc(C(N)=O)cc1)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1	O=C(OCC=CCOc1ccc(Oc2cnc3ccccc3n2)cc1)c1ccccc1	dev
O=C(O)CC[C@@H](C(=O)OCc1ccccc1)n1c2ccccc2c2ccccc21.OCCO	O=C(CC[C@@H](C(=O)OCc1ccccc1)n1c2ccccc2c2ccccc21)OCCO	O=C(Cn1c2ccccc2c2ccccc21)OCc1ccccc1	dev
CCO.O=C(O)c1ccc(-c2ccc(O)cc2)cc1	CCOC(=O)c1ccc(-c2ccc(O)cc2)cc1	c1ccc(-c2ccccc2)cc1	dev
CC(=O)O.COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2O)cc1	COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1	O=C1C[C@H](c2ccccc2)Sc2ccccc2N1	dev
CCO.O=C(O)c1cc(Cl)ccc1Br	CCOC(=O)c1cc(Cl)ccc1Br	c1ccccc1	validation
