row_index	kind	split	category	ambiguous_site	reactants	product	detail
1013	hydrogenation	dev	representation_or_normalization_failure	false	O=C1NC(=O)C(c2cn3c4c(cccc24)CCC3)=C1c1c[nH]c2ccccc12	O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12	declared product 'O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1014	hydrogenation	validation	representation_or_normalization_failure	false	CCOC(=O)/C(C)=C/[C@@H](C)Oc1ccc(-c2nc(-c3ccc(OC(C)C)c(C(F)(F)F)c3)no2)cc1	CCOC(=O)C(C)C[C@@H](C)Oc1ccc(-c2nc(-c3ccc(OC(C)C)c(C(F)(F)F)c3)no2)cc1	reactant 'CCOC(=O)/C(C)=C/[C@@H](C)Oc1ccc(-c2nc(-c3ccc(OC(C)C)c(C(F)(F)F)c3)no2)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1015	hydrogenation	holdout	certified_exact_transformation	false	COC(=O)C(=Cc1ccc(OC)c(OCCc2ccccc2)c1)C(=O)OC	COC(=O)C(Cc1ccc(OC)c(OCCc2ccccc2)c1)C(=O)OC	certified
1016	hydrogenation	holdout	certified_exact_transformation	false	CC(=O)Nc1ccc2c(c1)NC(=O)C2=Cc1ccc(OCCN2CCOCC2)c(C2CCCCC2)c1	CC(=O)Nc1ccc2c(c1)NC(=O)C2Cc1ccc(OCCN2CCOCC2)c(C2CCCCC2)c1	certified
1017	hydrogenation	validation	representation_or_normalization_failure	false	C=C(c1ncccc1F)c1nc2cc(Cl)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1	CC(c1ncccc1F)c1nc2cc(Cl)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1	reactant 'C=C(c1ncccc1F)c1nc2cc(Cl)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1018	hydrogenation	dev	certified_exact_transformation	false	C=C(c1c[nH]cn1)c1cccc2cccnc12	CC(c1c[nH]cn1)c1cccc2cccnc12	certified
1019	hydrogenation	dev	validity_or_conservation_failure	false	CCOC(=O)C1=C(c2ccsc2)CCN(Cc2ccccc2)C1	CCOC(=O)C1CN(Cc2ccccc2)CCC1c1ccsc1	atom 10 has element S outside the allowed set ["H", "C", "N", "O", "F"]
1020	hydrogenation	holdout	representation_or_normalization_failure	false	CC(C)(C)C#Cc1cnc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3)ccc1O2	CC(C)(C)CCc1cnc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3)ccc1O2	reactant 'CC(C)(C)C#Cc1cnc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3)ccc1O2' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1021	hydrogenation	dev	structurally_shaped_wrong_transformation	false	CCOC(=O)C(=CNC1CC1)C(=O)c1cc([N+](=O)[O-])c(F)c(Cl)c1F	CCOC(=O)c1cn(C2CC2)c2c(Cl)c(F)c([N+](=O)[O-])cc2c1=O	computed=C15H15ClF2N2O5 (via hydrogenation) declared=C15H12ClFN2O5 -- tried: hydrogenation
1022	hydrogenation	validation	structurally_shaped_wrong_transformation	false	Nc1ccc(Br)nc1C#Cc1ccccc1Cl	Clc1ccccc1-c1cc2nc(Br)ccc2[nH]1	computed=C13H10BrClN2 (via hydrogenation) declared=C13H8BrClN2 -- tried: hydrogenation
1023	hydrogenation	holdout	certified_exact_transformation	false	C=CCc1c(O)ccc2[nH]c(C(=O)OCC)cc12	CCCc1c(O)ccc2[nH]c(C(=O)OCC)cc12	certified
1024	hydrogenation	validation	representation_or_normalization_failure	false	COc1cc(CC(=O)NC2CCC(=C3CCCCC3)CC2)ccc1O	COc1cc(CC(=O)N[C@H]2CC[C@H](C3CCCCC3)CC2)ccc1O	declared product 'COc1cc(CC(=O)N[C@H]2CC[C@H](C3CCCCC3)CC2)ccc1O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1025	hydrogenation	holdout	representation_or_normalization_failure	false	CC(C)c1c(C(=O)/C=C/c2ccc(F)c(F)c2)c2cc(O)ccc2n1Cc1ccccc1	CC(C)c1c(C(=O)CCc2ccc(F)c(F)c2)c2cc(O)ccc2n1Cc1ccccc1	reactant 'CC(C)c1c(C(=O)/C=C/c2ccc(F)c(F)c2)c2cc(O)ccc2n1Cc1ccccc1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1026	hydrogenation	holdout	structurally_shaped_wrong_transformation	false	C=C(C)Cc1c(C(=O)OC)ccc([N+](=O)[O-])c1O	COC(=O)c1ccc([N+](=O)[O-])c2c1CC(C)(C)O2	computed=C12H15NO5 (via hydrogenation) declared=C12H13NO5 -- tried: hydrogenation
1027	hydrogenation	validation	certified_exact_transformation	false	C1=C(c2ccc(Oc3ccccc3)cc2)CCNC1	c1ccc(Oc2ccc(C3CCNCC3)cc2)cc1	certified
1028	hydrogenation	dev	representation_or_normalization_failure	false	COC(=O)/C=C/c1cc(-c2ccc3c(c2)NC(=O)CO3)n(-c2ccc(F)cc2)n1	COC(=O)CCc1cc(-c2ccc3c(c2)NC(=O)CO3)n(-c2ccc(F)cc2)n1	reactant 'COC(=O)/C=C/c1cc(-c2ccc3c(c2)NC(=O)CO3)n(-c2ccc(F)cc2)n1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1029	hydrogenation	dev	certified_exact_transformation	false	CCOC(=O)C=C1CCc2cc(OC)ccc21	CCOC(=O)CC1CCc2cc(OC)ccc21	certified
1030	hydrogenation	validation	representation_or_normalization_failure	false	C=CCc1c(F)c(F)c(C(=O)N[C@@H](C)C(C)C)c(F)c1F	CCCc1c(F)c(F)c(C(=O)N[C@@H](C)C(C)C)c(F)c1F	reactant 'C=CCc1c(F)c(F)c(C(=O)N[C@@H](C)C(C)C)c(F)c1F' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1031	hydrogenation	dev	representation_or_normalization_failure	false	CNC[C@H](CC1CCCCC1)NC(=O)c1cccc(C(=CCCCOC)c2ccccc2)c1	O=C(O)C(F)(F)F	reactant 'CNC[C@H](CC1CCCCC1)NC(=O)c1cccc(C(=CCCCOC)c2ccccc2)c1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1032	hydrogenation	validation	structurally_shaped_wrong_transformation	false	CC(C)(C)OC(=O)Nc1ccc(C#Cc2ccccc2)cc1	CC(C)(C)OC(=O)Nc1ccc(CCc2ccccc2)cc1	computed=C19H21NO2 (via hydrogenation) declared=C19H23NO2 -- tried: hydrogenation
1033	hydrogenation	dev	representation_or_normalization_failure	false	CO[C@@H]1[C@@H](/C=C/P(=O)(OC)OC)O[C@@H](n2cnc3c(NC(=O)c4ccccc4)ncnc32)[C@@H]1O[Si](C)(C)C(C)(C)C	CO[C@@H]1[C@@H](CCP(=O)(OC)OC)O[C@@H](n2cnc3c(NC(=O)c4ccccc4)ncnc32)[C@@H]1O[Si](C)(C)C(C)(C)C	reactant 'CO[C@@H]1[C@@H](/C=C/P(=O)(OC)OC)O[C@@H](n2cnc3c(NC(=O)c4ccccc4)ncnc32)[C@@H]1O[Si](C)(C)C(C)(C)C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1034	hydrogenation	dev	certified_exact_transformation	false	CCOC(=O)c1cc(C(=O)C=Cc2ccc(C(=O)OC(C)(C)C)cc2)cc(C)n1	CCOC(=O)c1cc(C(=O)CCc2ccc(C(=O)OC(C)(C)C)cc2)cc(C)n1	certified
1035	hydrogenation	holdout	certified_exact_transformation	false	C=C(c1ccccc1)c1nc(OCCC)c2nc(-c3cccc(C)c3)oc2n1	CCCOc1nc(C(C)c2ccccc2)nc2oc(-c3cccc(C)c3)nc12	certified
1036	hydrogenation	dev	representation_or_normalization_failure	false	COc1cc(C=CC(=O)N[C@H]2CC[C@H](C)CC2)ccc1OCC(=O)O	COc1cc(CCC(=O)N[C@H]2CC[C@H](C)CC2)ccc1OCC(=O)O	reactant 'COc1cc(C=CC(=O)N[C@H]2CC[C@H](C)CC2)ccc1OCC(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1037	hydrogenation	dev	certified_exact_transformation	false	CC1=CCCCCCCC(=O)OCCCCC1	CC1CCCCCCCC(=O)OCCCCC1	certified
1038	hydrogenation	holdout	representation_or_normalization_failure	false	CCCOC(=O)c1cc(/C=C/COC)nc2ccccc12	CCCOC(=O)c1cc(CCCOC)nc2ccccc12	reactant 'CCCOC(=O)c1cc(/C=C/COC)nc2ccccc12' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1039	hydrogenation	dev	representation_or_normalization_failure	false	Cc1c(Sc2cccc(/C=C/C(=O)O)c2)c2ccc(Cl)cc2n1Cc1ccccc1	Cc1c(Sc2cccc(CCC(=O)O)c2)c2ccc(Cl)cc2n1Cc1ccccc1	reactant 'Cc1c(Sc2cccc(/C=C/C(=O)O)c2)c2ccc(Cl)cc2n1Cc1ccccc1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1040	hydrogenation	holdout	certified_exact_transformation	false	C(=C1CCNCC1)c1ccc2ccccc2n1	c1ccc2nc(CC3CCNCC3)ccc2c1	certified
1041	hydrogenation	dev	validity_or_conservation_failure	false	CC1CC(c2ccncc2N)=CC(O[Si](C)(C)C(C)(C)C)C1	CC1CC(O[Si](C)(C)C(C)(C)C)CC(c2ccncc2N)C1	atom 14 has element Si outside the allowed set ["H", "C", "N", "O", "F"]
1042	hydrogenation	validation	certified_exact_transformation	false	CN(C)CC=C1CCN(CCOc2ccccc2)CC1	CN(C)CCC1CCN(CCOc2ccccc2)CC1	certified
1043	hydrogenation	validation	validity_or_conservation_failure	false	COC(=O)C=Cc1cc(Cl)ccc1C(=O)OC	COC(=O)CCc1cc(Cl)ccc1C(=O)OC	atom 9 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
1044	hydrogenation	validation	representation_or_normalization_failure	false	CN(C(=O)OC(C)(C)C)[C@H]1CC[C@H](C#CCO)CC1	CN(C(=O)OC(C)(C)C)[C@H]1CC[C@H](CCCO)CC1	reactant 'CN(C(=O)OC(C)(C)C)[C@H]1CC[C@H](C#CCO)CC1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1045	hydrogenation	dev	validity_or_conservation_failure	false	COC(=O)C=CC1(C(C)(C)O[SiH2]C(C)(C)C)CC(c2ccc(OCc3cc(C)nc4ccccc34)cc2)=NO1	COC(=O)CCC1(C(C)(C)O[SiH2]C(C)(C)C)CC(c2ccc(OCc3cc(C)nc4ccccc34)cc2)=NO1	atom 11 has element Si outside the allowed set ["H", "C", "N", "O", "F"]
1046	hydrogenation	validation	certified_exact_transformation	false	CCCc1cc(=O)oc2c(C(O)CC)c(O)c3c(c12)OC(C)(C)C=C3	CCCc1cc(=O)oc2c(C(O)CC)c(O)c3c(c12)OC(C)(C)CC3	certified
1047	hydrogenation	validation	validity_or_conservation_failure	false	O=C(O)C=Cc1cc(Cl)cc(Cl)c1	O=C(O)CCc1cc(Cl)cc(Cl)c1	atom 8 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
1048	hydrogenation	validation	representation_or_normalization_failure	false	CCCOc1cccc(/C=C/C(=O)Cl)c1	CCCOc1cccc(C=O)c1	reactant 'CCCOc1cccc(/C=C/C(=O)Cl)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1049	hydrogenation	holdout	representation_or_normalization_failure	false	Cc1ccc(C2=CC(O)CN(C)C2)cc1	Cc1ccc([C@@H]2C[C@H](O)CN(C)C2)cc1	declared product 'Cc1ccc([C@@H]2C[C@H](O)CN(C)C2)cc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1050	hydrogenation	dev	structurally_shaped_wrong_transformation	false	OCCC#Cc1cncnc1	OCCCCc1cncnc1	computed=C8H10N2O (via hydrogenation) declared=C8H12N2O -- tried: hydrogenation
1051	hydrogenation	dev	representation_or_normalization_failure	false	Clc1ccccc1C1=CCCN1	Clc1ccccc1[C@H]1CCCN1	declared product 'Clc1ccccc1[C@H]1CCCN1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1052	hydrogenation	dev	representation_or_normalization_failure	false	CCOC(=O)/C=C/c1c(C)nc(N)nc1N[C@H]1CC[C@H](OCCO)CC1	Cc1nc(N)nc2c1ccc(=O)n2[C@H]1CC[C@H](OCCO)CC1	reactant 'CCOC(=O)/C=C/c1c(C)nc(N)nc1N[C@H]1CC[C@H](OCCO)CC1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1053	hydrogenation	dev	certified_exact_transformation	false	COC(=O)C(C#N)=CC(C)(C)C	COC(=O)C(C#N)CC(C)(C)C	certified
1054	hydrogenation	validation	representation_or_normalization_failure	false	COC(=O)/C=C/Cc1ccc(F)c(Br)c1	COC(=O)CCCc1ccc(F)c(Br)c1	reactant 'COC(=O)/C=C/Cc1ccc(F)c(Br)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1055	hydrogenation	dev	resource_bounded_uncertainty	false	Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1ccnc(C2=CCN(C(=O)OC(C)(C)C)CC2)c1	Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1ccnc(C2CCN(C(=O)OC(C)(C)C)CC2)c1	hydrogenation: unable to verify
1056	hydrogenation	holdout	certified_exact_transformation	false	CCCC1(C(C)(C)C)C=CC(C)O1	CCCC1(C(C)(C)C)CCC(C)O1	certified
1057	hydrogenation	dev	representation_or_normalization_failure	false	COc1cc(C=CC(=O)N[C@H]2CC[C@H](C)CC2)ccc1OCCn1ccnc1	COc1cc(CCC(=O)N[C@H]2CC[C@H](C)CC2)ccc1OCCn1ccnc1	reactant 'COc1cc(C=CC(=O)N[C@H]2CC[C@H](C)CC2)ccc1OCCn1ccnc1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1058	hydrogenation	holdout	representation_or_normalization_failure	false	NS(=O)(=O)c1ccccc1NS(=O)(=O)/C=C/c1ccccc1-c1ccc2cccc-2o1	NS(=O)(=O)c1ccccc1NS(=O)(=O)CCc1ccccc1-c1ccc2cccc-2o1	reactant 'NS(=O)(=O)c1ccccc1NS(=O)(=O)/C=C/c1ccccc1-c1ccc2cccc-2o1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1059	hydrogenation	dev	structurally_shaped_wrong_transformation	false	COC(=O)c1cc(C#Cc2ccccc2)c2cccc(N)c2n1	COC(=O)c1cc(CCc2ccccc2)c2cccc(N)c2n1	computed=C19H16N2O2 (via hydrogenation) declared=C19H18N2O2 -- tried: hydrogenation
1060	hydrogenation	validation	certified_exact_transformation	false	O=C(O)C=Cc1ccc(F)cc1F	O=C(O)CCc1ccc(F)cc1F	certified
1061	hydrogenation	validation	representation_or_normalization_failure	false	CCOC(=O)/C=C\c1cc(C(F)(F)F)c(OC)c(C(F)(F)F)c1	CCOC(=O)CCc1cc(C(F)(F)F)c(OC)c(C(F)(F)F)c1	reactant 'CCOC(=O)/C=C\c1cc(C(F)(F)F)c(OC)c(C(F)(F)F)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1062	hydrogenation	validation	representation_or_normalization_failure	false	CCOC(=O)C1=C(N[C@@H](C)c2ccccc2)CCOC1	CCOC(=O)[C@@H]1COCC[C@@H]1N[C@@H](C)c1ccccc1	reactant 'CCOC(=O)C1=C(N[C@@H](C)c2ccccc2)CCOC1' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1063	hydrogenation	dev	representation_or_normalization_failure	false	CC1=C2CCC[C@H](O)[C@@]2(c2ccccc2)CCC1=O	C[C@@H]1C(=O)CC[C@]2(c3ccccc3)[C@@H](O)CCC[C@@H]12	reactant 'CC1=C2CCC[C@H](O)[C@@]2(c2ccccc2)CCC1=O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1064	hydrogenation	validation	representation_or_normalization_failure	false	CCC(=O)N1CCN(C=O)C=C1C(=O)NC(C)(C)C	CCC(=O)N1CCN(C=O)C[C@H]1C(=O)NC(C)(C)C	declared product 'CCC(=O)N1CCN(C=O)C[C@H]1C(=O)NC(C)(C)C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1065	hydrogenation	validation	representation_or_normalization_failure	false	COC/C=C/c1ccc(C)c(CN(C(=O)OC(C)(C)C)C2CC2)c1	COCCCc1ccc(C)c(CN(C(=O)OC(C)(C)C)C2CC2)c1	reactant 'COC/C=C/c1ccc(C)c(CN(C(=O)OC(C)(C)C)C2CC2)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1066	hydrogenation	validation	representation_or_normalization_failure	false	CN(C)Cc1cc(/C=C/C(N)=O)ccc1Oc1ccc2c(c1)SCC2	CN(C)Cc1cc(CCC(N)=O)ccc1Oc1ccc2c(c1)SCC2	reactant 'CN(C)Cc1cc(/C=C/C(N)=O)ccc1Oc1ccc2c(c1)SCC2' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1067	hydrogenation	validation	representation_or_normalization_failure	false	CC(=O)NC(=Cc1ccccc1)C(=O)O	CC(=O)N[C@@H](Cc1ccccc1)C(=O)O	declared product 'CC(=O)N[C@@H](Cc1ccccc1)C(=O)O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1068	hydrogenation	validation	representation_or_normalization_failure	false	COC(=O)/C=C/c1cccc(CC(C)=O)c1	COC(=O)CCc1cccc(CC(C)=O)c1	reactant 'COC(=O)/C=C/c1cccc(CC(C)=O)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1069	hydrogenation	holdout	representation_or_normalization_failure	false	CCOC(=O)/C(=C/c1ccc2[nH]ccc2c1)OCC	CCOC(=O)C(Cc1ccc2[nH]ccc2c1)OCC	reactant 'CCOC(=O)/C(=C/c1ccc2[nH]ccc2c1)OCC' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1070	hydrogenation	dev	resource_bounded_uncertainty	false	CCOC(=O)c1cnn(-c2cccc(-c3ccccc3OCc3ccc(C4=CCN(C(=O)OC(C)(C)C)CC4)cc3)n2)c1C(F)(F)C(F)(F)F	CCOC(=O)c1cnn(-c2cccc(-c3ccccc3OCc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)n2)c1C(F)(F)C(F)(F)F	hydrogenation: unable to verify
1071	hydrogenation	dev	certified_exact_transformation	false	O=C1CCc2ccc(C=CCCCN3CCN(c4cccc5c4CCCC5)CC3)nc2N1	O=C1CCc2ccc(CCCCCN3CCN(c4cccc5c4CCCC5)CC3)nc2N1	certified
1072	hydrogenation	validation	certified_exact_transformation	false	CCOC(=O)C=Cc1ccc(C#N)cc1	CCOC(=O)CCc1ccc(C#N)cc1	certified
1073	hydrogenation	holdout	structurally_shaped_wrong_transformation	false	N#CC(C(N)=S)=C(N)N1CCCC1	N#Cc1c(N2CCCC2)nsc1N	computed=C8H14N4S (via hydrogenation) declared=C8H10N4S -- tried: hydrogenation
1074	hydrogenation	validation	structurally_shaped_wrong_transformation	false	CC(C)(C)OC(=O)NCCC#Cc1ccc(C#N)cc1	CC(C)(C)OC(=O)NCCCCc1ccc(C#N)cc1	computed=C16H20N2O2 (via hydrogenation) declared=C16H22N2O2 -- tried: hydrogenation
1075	hydrogenation	dev	certified_exact_transformation	false	CCOC(=O)C=C(N)CC(=O)OCC	CCOC(=O)CC(N)CC(=O)OCC	certified
1076	hydrogenation	dev	certified_exact_transformation	false	C=CCc1ccc(-c2cc(NC(=O)C3Cc4ccccc4C3)n[nH]2)cc1	CCCc1ccc(-c2cc(NC(=O)C3Cc4ccccc4C3)n[nH]2)cc1	certified
1077	hydrogenation	dev	structurally_shaped_wrong_transformation	false	CC(C)C(N)=C(C#N)C(N)=S	CC(C)c1nsc(N)c1C#N	computed=C7H13N3S (via hydrogenation) declared=C7H9N3S -- tried: hydrogenation
1078	hydrogenation	dev	certified_exact_transformation	false	CC1c2cccc(N)c2C=CN1C	CC1c2cccc(N)c2CCN1C	certified
1079	hydrogenation	validation	certified_exact_transformation	false	C=Cc1n[nH]c2ccc(Nc3nnc(Cc4cccc(OC)c4)o3)cc12	CCc1n[nH]c2ccc(Nc3nnc(Cc4cccc(OC)c4)o3)cc12	certified
1080	hydrogenation	dev	certified_exact_transformation	false	O=C(O)C=Cc1ccc2c(c1)OCO2	O=C(O)CCc1ccc2c(c1)OCO2	certified
1081	hydrogenation	validation	representation_or_normalization_failure	false	CCOC(=O)C1C(c2ccccc2)=CC(=O)N1C	CCOC(=O)[C@H]1[C@@H](c2ccccc2)CC(=O)N1C	declared product 'CCOC(=O)[C@H]1[C@@H](c2ccccc2)CC(=O)N1C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1082	hydrogenation	validation	certified_exact_transformation	false	CCCCCCCCCCCCCCCCNc1ccc(C(=O)OC=CC(=O)OCC)cc1	CCCCCCCCCCCCCCCCNc1ccc(C(=O)OCCC(=O)OCC)cc1	certified
1083	hydrogenation	dev	validity_or_conservation_failure	false	CC(C)(C)OC(=O)N1CCCc2cc(-c3cncc(C=CCS(C)(=O)=O)c3)cnc21	CC(C)(C)OC(=O)N1CCCc2cc(-c3cncc(CCCS(C)(=O)=O)c3)cnc21	atom 22 has element S outside the allowed set ["H", "C", "N", "O", "F"]
1084	hydrogenation	dev	structurally_shaped_wrong_transformation	false	C#Cc1ccc(Nc2cc(=O)n(C)cc2C(N)=O)c(F)c1	CCc1ccc(Nc2cc(=O)n(C)cc2C(N)=O)c(F)c1	computed=C15H14FN3O2 (via hydrogenation) declared=C15H16FN3O2 -- tried: hydrogenation
1085	hydrogenation	holdout	certified_exact_transformation	false	CCOc1ccc(C(=CC2CCCC2)c2cc3cccnc3[nH]2)cn1	CCOc1ccc(C(CC2CCCC2)c2cc3cccnc3[nH]2)cn1	certified
1086	hydrogenation	validation	validity_or_conservation_failure	false	O=C(O)C1=C(c2ccc(Cl)cc2)CN(Cc2ccccc2)CC1	O=C(O)C1CCN(Cc2ccccc2)CC1c1ccc(Cl)cc1	atom 9 has element Cl outside the allowed set ["H", "C", "N", "O", "F"]
1087	hydrogenation	validation	representation_or_normalization_failure	false	COP(=O)(OC)[C@H](O)C=C(C)C	COP(=O)(OC)[C@H](O)CC(C)C	reactant 'COP(=O)(OC)[C@H](O)C=C(C)C' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1088	hydrogenation	dev	structurally_shaped_wrong_transformation	true	CC1=C(C)C(=O)C(C(=CCCCCC(=O)O)c2cccnc2)=C(C)C1=O	CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2cccnc2)=C(C)C1=O	computed=C21H25NO4 (via hydrogenation) declared=C21H25NO4 -- tried: hydrogenation
1089	hydrogenation	dev	representation_or_normalization_failure	false	CC=C1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]32)CC1=O	CC[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]32)CC1=O	reactant 'CC=C1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@@H]32)CC1=O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1090	hydrogenation	dev	representation_or_normalization_failure	false	COC(=O)c1ccc(/C=C/C(=O)c2cccnc2Nc2ccccc2)c(OC)c1	COC(=O)c1ccc(CCC(=O)c2cccnc2Nc2ccccc2)c(OC)c1	reactant 'COC(=O)c1ccc(/C=C/C(=O)c2cccnc2Nc2ccccc2)c(OC)c1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
1091	hydrogenation	dev	representation_or_normalization_failure	false	CCOC(=O)[C@@](C)(CCn1cc(C2=CCCC2)cn1)S(C)(=O)=O	CCOC(=O)[C@@](C)(CCn1cc(C2CCCC2)cn1)S(C)(=O)=O	reactant 'CCOC(=O)[C@@](C)(CCn1cc(C2=CCCC2)cn1)S(C)(=O)=O' failed to parse: SMILES parse error: unsupported SMILES feature '@' (v0.1 scope: no stereo/disconnected/isotope)
1092	hydrogenation	dev	certified_exact_transformation	false	CCCCCCCC(=O)N(C)Cc1cccc(-c2ccc(C=CC(=O)OCC)cc2)c1	CCCCCCCC(=O)N(C)Cc1cccc(-c2ccc(CCC(=O)OCC)cc2)c1	certified
1093	hydrogenation	holdout	certified_exact_transformation	false	CCCC=CC1CCC2c3ccc(OCC)c(F)c3OC2C1	CCCCCC1CCC2c3ccc(OCC)c(F)c3OC2C1	certified
1094	hydrogenation	holdout	structurally_shaped_wrong_transformation	false	C#COC(=O)NC(=O)c1cc2ccccc2s1	CCOC(=O)NC(=O)c1cc2ccccc2s1	computed=C12H9NO3S (via hydrogenation) declared=C12H11NO3S -- tried: hydrogenation
1095	hydrogenation	validation	certified_exact_transformation	false	CC(C)=CCCCCCO	CC(C)CCCCCCO	certified
1096	hydrogenation	holdout	validity_or_conservation_failure	false	CC(=O)Nc1nc(C=Cc2ccc(C(=O)O)c(F)c2)cs1	CC(=O)Nc1nc(CCc2ccc(C(=O)O)c(F)c2)cs1	atom 20 has element S outside the allowed set ["H", "C", "N", "O", "F"]
1097	hydrogenation	dev	certified_exact_transformation	false	CNC(=O)C=C(c1ccc2cc[nH]c2c1)c1ccccn1	CNC(=O)CC(c1ccc2cc[nH]c2c1)c1ccccn1	certified
1098	hydrogenation	dev	certified_exact_transformation	false	O=C1C=C2CCCc3cc(O)ccc3C2(Cc2ccccc2)CC1	O=C1CCC2(Cc3ccccc3)c3ccc(O)cc3CCCC2C1	certified
1099	hydrogenation	holdout	representation_or_normalization_failure	false	COC(=O)/C=C/c1ccc2cccc(O)c2n1	COC(=O)CCc1ccc2cccc(O)c2n1	reactant 'COC(=O)/C=C/c1ccc2cccc(O)c2n1' failed to parse: SMILES parse error: unsupported SMILES feature '/' (v0.1 scope: no stereo/disconnected/isotope)
